source_line,date,anomaly_c,repaired_swap,was_outlier
801,1948-08-01,-0.101,False,False
802,1948-09-01,-0.125,False,False
803,1948-10-01,0.021,False,False
804,1948-11-01,0.039,False,False
805,1948-12-01,-0.11,False,False
806,1949-01-01,-0.076,False,False
807,1949-02-01,-0.039,False,False
808,1949-03-01,-0.105,False,False
809,1949-04-01,-0.063,False,False
810,1949-05-01,-0.076,False,False
811,1949-06-01,-0.075,False,False
812,1949-07-01,-0.04,False,False
813,1949-08-01,-0.043,False,False
814,1949-09-01,0.045,False,False
815,1949-10-01,-0.164,False,False
816,1949-11-01,0.002,False,False
817,1949-12-01,-0.075,False,False
818,1950-01-01,-0.036,False,False
819,1950-02-01,0.048,False,False
820,1950-03-01,-0.08,False,False
821,1950-04-01,0.051,False,False
836,1950-05-01,,False,False
840,1950-06-01,0.037,False,False
851,1950-07-01,-0.004,False,False
853,1950-08-01,0.146,False,False
832,1950-09-01,-0.119,False,False
855,1950-10-01,-0.12,False,False
835,1950-11-01,-0.116,False,False
881,1950-12-01,,False,True
869,1951-01-01,-0.072,False,False
829,1951-02-01,0.099,False,False
866,1951-03-01,0.137,False,False
833,1951-04-01,,False,False
876,1951-05-01,-0.041,False,False
830,1951-06-01,,False,True
871,1951-07-01,-0.06,False,False
838,1951-09-01,-0.042,False,False
854,1951-10-01,-0.185,False,False
831,1951-11-01,0.068,False,False
865,1951-12-01,0.107,False,False
845,1952-03-01,0.057,False,False
861,1952-04-01,,False,True
877,1952-05-01,0.088,False,False
852,1952-06-01,0.179,False,False
842,1952-07-01,-0.02,False,False
837,1952-08-01,-0.094,False,False
870,1952-09-01,-0.158,False,False
826,1952-10-01,-0.112,False,False
839,1952-11-01,-0.048,False,False
822,1952-12-01,0.117,False,False
867,1953-01-01,-0.042,False,False
863,1953-02-01,0.04,False,False
844,1953-03-01,0.04,False,False
824,1953-04-01,0.147,False,False
827,1953-05-01,0.248,False,False
874,1953-06-01,-0.014,False,False
834,1953-07-01,-0.034,False,False
847,1953-08-01,0.064,True,False
862,1953-09-01,0.018,False,False
850,1953-10-01,0.105,False,False
841,1953-11-01,0.012,False,False
860,1953-12-01,-0.045,False,False
872,1954-01-01,0.057,False,False
825,1954-02-01,0.125,False,False
859,1954-03-01,0.121,False,False
858,1954-04-01,0.1,False,False
880,1954-05-01,0.142,False,False
849,1954-06-01,0.13,False,False
873,1954-07-01,0.126,False,False
828,1954-08-01,0.04,False,False
823,1954-09-01,-0.04,False,False
864,1954-10-01,-0.02,False,False
879,1954-11-01,0.072,False,False
878,1954-12-01,-0.071,False,False
875,1955-01-01,0.05,False,False
857,1955-02-01,0.015,False,False
848,1955-03-01,0.068,False,False
856,1955-04-01,0.175,False,False
868,1955-05-01,0.08,False,False
843,1955-06-01,0.054,False,False
846,1955-07-01,-0.083,False,False
882,1955-08-01,0.061,False,False
883,1955-09-01,0.036,False,False
884,1955-10-01,0.151,False,False
885,1955-11-01,-0.039,False,False
886,1955-12-01,0.02,False,False
887,1956-01-01,0.051,False,False
888,1956-02-01,0.18,False,False
889,1956-03-01,,False,True
890,1956-04-01,0.106,False,False
891,1956-05-01,0.126,False,False
892,1956-06-01,0.075,False,False
893,1956-07-01,0.001,False,False
894,1956-09-01,0.081,False,False
895,1956-10-01,-0.093,False,False
896,1956-11-01,0.007,False,False
897,1956-12-01,-0.04,False,False
898,1957-01-01,0.137,False,False
899,1957-02-01,-0.054,False,False
900,1957-03-01,0.042,False,False
901,1957-04-01,0.124,False,False
902,1957-05-01,0.214,False,False
903,1957-06-01,0.066,False,False
904,1957-07-01,0.002,False,False
905,1957-08-01,0.17,False,False
906,1957-09-01,-0.111,False,False
907,1957-10-01,-0.18,False,False
908,1957-11-01,0.042,False,False
909,1957-12-01,-0.014,False,False
910,1958-01-01,-0.03,False,False
911,1958-02-01,0.135,False,False
912,1958-03-01,0.117,False,False
913,1958-04-01,0.059,False,False
914,1958-06-01,0.151,False,False
915,1958-07-01,0.109,False,False
916,1958-08-01,0.025,False,False
917,1958-09-01,0.16,False,False
918,1958-10-01,-0.076,False,False
919,1958-11-01,,False,True
920,1958-12-01,-0.019,False,False
921,1959-01-01,0.059,False,False
922,1959-02-01,0.108,False,False
923,1959-03-01,0.088,False,False
924,1959-04-01,0.14,False,False
925,1959-05-01,0.009,False,False
926,1959-06-01,0.207,False,False
927,1959-07-01,0.061,False,False
928,1959-08-01,0.13,False,False
929,1959-09-01,0.054,False,False
930,1959-10-01,0.057,False,False
931,1959-11-01,0.074,False,False
932,1959-12-01,0.08,False,False
933,1960-01-01,0.124,False,False
934,1960-02-01,0.205,False,False
935,1960-03-01,0.134,False,False
936,1960-04-01,0.182,False,False
937,1960-05-01,0.11,False,False
938,1960-06-01,0.218,False,False
939,1960-07-01,0.024,False,False
940,1960-08-01,,False,False
941,1960-09-01,0.03,False,False
942,1960-10-01,-0.084,False,False
943,1960-11-01,0.049,False,False
944,1960-12-01,0.0,False,False
945,1961-01-01,0.151,False,False
946,1961-02-01,0.057,False,False
947,1961-03-01,0.09,True,False
948,1961-04-01,-0.015,False,False
949,1961-05-01,0.094,False,False
950,1961-06-01,-0.081,False,False
951,1961-07-01,,False,True
952,1961-08-01,0.125,False,False
953,1961-09-01,0.11,False,False
954,1961-10-01,0.075,False,False
955,1961-11-01,-0.028,False,False
956,1961-12-01,0.064,False,False
957,1962-01-01,0.094,False,False
958,1962-02-01,,False,False
959,1962-03-01,0.259,False,False
960,1962-04-01,0.217,False,False
961,1962-05-01,0.12,False,False
962,1962-06-01,0.126,False,False
963,1962-07-01,0.116,False,False
964,1962-08-01,-0.088,False,False
965,1962-09-01,0.038,False,False
966,1962-10-01,-0.003,False,False
967,1962-11-01,,False,True
968,1962-12-01,0.056,False,False
969,1963-01-01,0.248,True,False
970,1963-02-01,0.182,False,False
971,1963-03-01,0.104,True,False
972,1963-04-01,0.2,False,False
1000,1963-05-01,0.26,False,False
983,1963-06-01,0.208,False,False
1004,1963-07-01,0.115,False,False
1043,1963-08-01,0.034,False,False
979,1963-09-01,0.124,False,False
989,1963-10-01,0.094,False,False
1002,1963-11-01,0.142,False,False
999,1963-12-01,0.14,False,False
1029,1964-01-01,0.199,False,False
1036,1964-02-01,0.098,False,False
990,1964-03-01,0.265,False,False
982,1964-04-01,0.18,False,False
1006,1964-05-01,0.328,False,False
984,1964-06-01,0.089,False,False
1022,1964-07-01,0.259,False,False
985,1964-08-01,0.112,False,False
1009,1964-09-01,0.027,False,False
1035,1964-10-01,0.034,False,False
996,1964-11-01,0.055,False,False
981,1964-12-01,0.134,False,False
1014,1965-01-01,0.167,False,False
1010,1965-02-01,0.105,False,False
1033,1965-03-01,0.169,False,False
994,1965-04-01,0.35,False,False
1037,1965-05-01,0.311,False,False
998,1965-06-01,0.19,False,False
993,1965-07-01,0.134,False,False
1007,1965-08-01,0.116,True,False
1003,1965-09-01,0.138,False,False
977,1965-10-01,0.002,False,False
980,1965-11-01,0.07,False,False
988,1965-12-01,-0.023,False,False
997,1966-01-01,0.168,False,False
1001,1966-02-01,,False,True
1041,1966-04-01,0.315,False,False
975,1966-05-01,0.085,False,False
974,1966-06-01,0.048,False,False
1005,1966-07-01,0.159,False,False
992,1966-08-01,0.201,False,False
976,1966-09-01,0.234,False,False
1012,1966-10-01,0.057,False,False
973,1966-11-01,0.188,False,False
987,1966-12-01,0.118,False,False
1042,1967-01-01,,False,True
986,1967-02-01,0.24,False,False
1017,1967-03-01,0.244,False,False
1020,1967-04-01,0.07,False,False
978,1967-05-01,0.311,False,False
991,1967-06-01,0.286,False,False
1040,1967-07-01,0.102,False,False
1008,1967-08-01,0.159,False,False
1011,1967-09-01,0.15,False,False
1025,1967-10-01,0.125,False,False
1044,1967-11-01,0.068,False,False
1021,1967-12-01,0.077,False,False
1015,1968-01-01,0.155,False,False
1013,1968-02-01,0.277,False,False
995,1968-03-01,0.246,False,False
1039,1968-04-01,0.18,False,False
1030,1968-05-01,0.266,False,False
1031,1968-06-01,-0.042,True,False
1026,1968-07-01,,False,False
1027,1968-08-01,-0.001,False,False
1034,1968-09-01,0.092,False,False
1023,1968-10-01,0.025,False,False
1038,1968-11-01,0.019,False,False
1024,1968-12-01,0.234,False,False
1028,1969-01-01,0.13,False,False
1016,1969-02-01,0.221,False,False
1032,1969-03-01,0.209,False,False
1019,1969-04-01,0.258,False,False
1045,1969-05-01,0.22,False,False
1046,1969-06-01,0.094,False,False
1047,1969-07-01,0.252,False,False
1048,1969-08-01,0.109,False,False
1049,1969-09-01,0.007,False,False
1050,1969-10-01,0.091,False,False
1051,1969-11-01,0.25,False,False
1052,1969-12-01,0.22,False,False
1054,1970-01-01,0.15,False,False
1055,1970-02-01,0.176,False,False
1056,1970-03-01,0.198,False,False
1057,1970-04-01,0.398,False,False
1058,1970-05-01,0.257,False,False
1059,1970-06-01,0.24,False,False
1060,1970-07-01,0.268,False,False
1061,1970-08-01,0.181,False,False
1062,1970-09-01,0.124,False,False
1063,1970-10-01,0.12,False,False
1064,1970-11-01,0.141,False,False
1065,1970-12-01,0.16,False,False
1066,1971-01-01,0.251,False,False
1067,1971-02-01,0.22,False,False
1068,1971-03-01,0.297,False,False
1069,1971-04-01,0.24,False,False
1070,1971-05-01,0.247,False,False
1071,1971-06-01,,False,True
1072,1971-08-01,0.204,False,False
1073,1971-09-01,0.239,False,False
1074,1971-10-01,-0.078,False,False
1075,1971-11-01,0.328,False,False
1076,1971-12-01,0.17,False,False
1077,1972-01-01,0.296,False,False
1078,1972-02-01,0.15,False,False
1079,1972-03-01,0.302,False,False
1080,1972-04-01,0.176,False,False
1081,1972-05-01,0.205,False,False
1082,1972-06-01,0.391,False,False
1083,1972-07-01,0.199,False,False
1084,1972-08-01,0.208,False,False
1085,1972-09-01,0.24,False,False
1086,1972-10-01,0.208,False,False
1087,1972-11-01,0.188,False,False
1088,1972-12-01,0.224,False,False
1089,1973-02-01,0.24,False,False
1090,1973-03-01,0.28,False,False
1091,1973-04-01,0.359,False,False
1092,1973-05-01,0.358,False,False
1093,1973-06-01,0.348,False,False
1094,1973-07-01,0.28,False,False
1095,1973-08-01,0.114,False,False
1096,1973-09-01,0.319,False,False
1097,1973-10-01,0.091,False,False
1098,1973-11-01,0.214,False,False
1099,1973-12-01,0.149,False,False
1100,1974-01-01,0.231,False,False
1102,1974-02-01,0.289,False,False
1103,1974-04-01,0.32,False,False
1104,1974-05-01,0.41,False,False
1105,1974-06-01,,False,True
1106,1974-07-01,0.224,False,False
1107,1974-08-01,0.297,False,False
1108,1974-09-01,,False,False
1109,1974-10-01,0.099,False,False
1110,1974-11-01,,False,True
1111,1974-12-01,0.28,False,False
1112,1975-01-01,0.227,False,False
1113,1975-02-01,0.387,False,False
1114,1975-03-01,0.284,False,False
1115,1975-04-01,0.314,False,False
1116,1975-05-01,0.285,False,False
1117,1975-06-01,0.28,False,False
1118,1975-07-01,,False,False
1119,1975-08-01,0.119,False,False
1121,1975-09-01,0.344,False,False
1122,1975-11-01,0.14,False,False
1123,1975-12-01,0.067,False,False
1124,1976-01-01,0.214,False,False
1125,1976-02-01,0.185,False,False
1126,1976-03-01,0.442,True,False
1127,1976-04-01,0.399,False,False
1128,1976-05-01,0.258,False,False
1129,1976-06-01,0.476,False,False
1130,1976-07-01,0.351,False,False
1131,1976-08-01,0.222,False,False
1132,1976-09-01,0.031,False,False
1133,1976-10-01,0.409,False,False
1134,1976-11-01,0.12,False,False
1135,1976-12-01,0.122,False,False
1136,1977-01-01,0.361,False,False
1137,1977-02-01,0.501,False,False
1138,1977-03-01,0.436,False,False
1139,1977-04-01,0.378,False,False
1140,1977-05-01,0.375,False,False
1141,1977-06-01,0.379,False,False
1142,1977-07-01,0.347,False,False
1143,1977-08-01,0.285,False,False
1144,1977-09-01,0.254,False,False
1145,1977-10-01,0.235,False,False
1146,1977-11-01,0.188,False,False
1147,1977-12-01,0.245,False,False
1148,1978-01-01,,False,True
1149,1978-02-01,0.312,False,False
1150,1978-03-01,0.261,False,False
1151,1978-04-01,0.259,False,False
1152,1978-05-01,0.357,False,False
1153,1978-06-01,0.436,False,False
1154,1978-07-01,0.375,False,False
1155,1978-08-01,0.152,False,False
1156,1978-09-01,,False,False
1157,1978-10-01,0.33,False,False
1158,1978-11-01,0.184,False,False
1159,1978-12-01,0.264,False,False
1160,1979-01-01,0.35,False,False
1161,1979-02-01,0.257,False,False
1162,1979-03-01,0.36,False,False
1163,1979-04-01,0.255,False,False
1164,1979-05-01,0.309,False,False
1165,1979-06-01,,False,True
1166,1979-07-01,,False,True
1167,1979-08-01,0.327,False,False
1168,1979-09-01,0.27,False,False
1169,1979-10-01,0.314,False,False
1170,1979-11-01,0.295,False,False
1171,1979-12-01,0.406,False,False
1172,1980-01-01,0.33,False,False
1173,1980-02-01,0.315,False,False
1174,1980-03-01,0.379,False,False
1175,1980-04-01,0.42,False,False
1176,1980-05-01,0.375,False,False
1177,1980-06-01,,False,False
1178,1980-08-01,0.25,False,False
1179,1980-09-01,0.177,False,False
1180,1980-11-01,0.192,False,False
1181,1980-12-01,0.256,False,False
1182,1981-01-01,0.28,False,False
1183,1981-02-01,0.435,False,False
1184,1981-03-01,0.36,False,False
1185,1981-04-01,0.491,False,False
1186,1981-05-01,0.332,False,False
1187,1981-06-01,0.391,False,False
1188,1981-07-01,0.278,False,False
1189,1981-08-01,0.49,False,False
1190,1981-09-01,0.209,False,False
1191,1981-10-01,0.32,False,False
1192,1981-11-01,0.357,False,False
1193,1981-12-01,0.359,False,False
1194,1982-01-01,0.337,False,False
1195,1982-02-01,0.368,False,False
1196,1982-03-01,0.401,False,False
1197,1982-04-01,0.394,False,False
1198,1982-05-01,,False,True
1199,1982-06-01,0.56,False,False
1200,1982-07-01,0.315,False,False
1201,1982-08-01,0.226,False,False
1202,1982-10-01,,False,True
1203,1982-11-01,0.256,False,False
1204,1982-12-01,0.471,False,False
1205,1983-02-01,0.348,False,False
1206,1983-03-01,0.458,False,False
1207,1983-04-01,0.55,False,False
1208,1983-05-01,0.384,False,False
1209,1983-06-01,0.381,False,False
1210,1983-07-01,0.327,False,False
1211,1983-08-01,,False,False
1212,1983-09-01,0.281,False,False
1213,1983-10-01,,False,False
1214,1983-11-01,0.338,False,False
1215,1983-12-01,0.29,False,False
1216,1984-01-01,0.4,False,False
1217,1984-02-01,0.28,True,False
1218,1984-03-01,0.45,False,False
1219,1984-04-01,0.501,False,False
1220,1984-05-01,0.27,False,False
1221,1984-06-01,0.442,False,False
1222,1984-07-01,0.486,False,False
1263,1984-08-01,0.268,False,False
1247,1984-09-01,0.481,False,False
1224,1984-10-01,0.375,False,False
1245,1984-11-01,0.29,False,False
1244,1984-12-01,0.365,False,False
1268,1985-01-01,0.44,False,False
1257,1985-02-01,0.428,False,False
1259,1985-03-01,0.484,False,False
1248,1985-04-01,0.375,False,False
1225,1985-05-01,0.457,False,False
1237,1985-06-01,0.31,False,False
1272,1985-07-01,0.394,False,False
1260,1985-08-01,0.307,False,False
1231,1985-09-01,0.3,False,False
1254,1985-10-01,0.455,False,False
1261,1985-11-01,0.452,False,False
1238,1985-12-01,0.387,False,False
1236,1986-01-01,0.32,False,False
1240,1986-02-01,0.411,False,False
1251,1986-03-01,0.55,False,False
1250,1986-04-01,0.475,False,False
1265,1986-05-01,0.644,False,False
1256,1986-06-01,0.47,False,False
1252,1986-07-01,0.421,False,False
1227,1986-08-01,0.369,False,False
1264,1986-09-01,0.387,False,False
1235,1986-10-01,0.359,False,False
1242,1986-11-01,0.435,False,False
1239,1986-12-01,0.475,False,False
1228,1987-01-01,0.362,False,False
1294,1987-02-01,0.344,False,False
1290,1987-03-01,0.32,False,False
1226,1987-04-01,0.519,False,False
1296,1987-05-01,0.384,False,False
1276,1987-06-01,0.28,False,False
1278,1987-07-01,0.46,False,False
1280,1987-08-01,0.607,False,False
1292,1987-09-01,0.39,False,False
1312,1987-10-01,0.452,False,False
1233,1987-11-01,0.4,False,False
1223,1987-12-01,,False,False
1284,1988-01-01,0.51,False,False
1282,1988-02-01,0.442,False,False
1269,1988-03-01,0.506,False,False
1289,1988-04-01,0.518,False,False
1270,1988-05-01,0.434,False,False
1281,1988-06-01,0.549,False,False
1300,1988-07-01,0.432,False,False
1234,1988-08-01,0.362,False,False
1286,1988-09-01,0.448,False,False
1279,1988-10-01,0.328,False,False
1329,1988-11-01,0.41,False,False
1318,1988-12-01,0.427,False,False
1285,1989-01-01,0.54,False,False
1320,1989-03-01,0.497,False,False
1275,1989-04-01,0.57,False,False
1288,1989-05-01,0.61,False,False
1241,1989-06-01,0.529,False,False
1273,1989-07-01,0.462,False,False
1283,1989-08-01,,False,False
1232,1989-09-01,0.335,False,False
1307,1989-10-01,0.39,False,False
1262,1989-11-01,0.374,False,False
1274,1989-12-01,0.427,False,False
1339,1990-01-01,0.47,False,False
1267,1990-02-01,0.537,False,False
1243,1990-03-01,0.508,False,False
1255,1990-04-01,0.561,False,False
1253,1990-05-01,0.521,False,False
1277,1990-06-01,0.341,False,False
1246,1990-07-01,,False,True
1230,1990-08-01,,False,True
1317,1990-09-01,0.338,False,False
1249,1990-10-01,0.477,False,False
1291,1990-12-01,0.554,True,False
1258,1991-01-01,0.465,False,False
1287,1991-02-01,0.628,False,False
1271,1991-03-01,0.54,False,False
1322,1991-04-01,0.509,False,False
1305,1991-05-01,0.482,False,False
1323,1991-06-01,,False,True
1299,1991-07-01,0.309,False,False
1310,1991-08-01,0.33,False,False
1295,1991-09-01,0.312,False,False
1298,1991-10-01,0.294,False,False
1313,1991-11-01,0.336,False,False
1334,1991-12-01,0.416,False,False
1308,1992-01-01,0.37,False,False
1331,1992-02-01,0.204,False,False
1316,1992-03-01,0.138,False,False
1297,1992-04-01,0.425,False,False
1349,1992-05-01,0.236,False,False
1293,1992-06-01,0.31,False,False
1336,1992-07-01,,False,False
1333,1992-08-01,,False,False
1326,1992-09-01,0.307,False,False
1319,1992-10-01,0.319,False,False
1309,1992-11-01,0.22,False,False
1345,1992-12-01,0.078,False,False
1304,1993-01-01,0.468,False,False
1324,1993-02-01,0.569,False,False
1311,1993-03-01,0.439,False,False
1321,1993-04-01,0.58,False,False
1340,1993-05-01,,False,False
1352,1993-06-01,0.589,False,False
1315,1993-07-01,0.528,False,False
1343,1993-08-01,0.417,False,False
1342,1993-09-01,0.574,False,False
1306,1993-10-01,0.46,False,False
1325,1993-11-01,,False,True
1338,1993-12-01,0.425,False,False
1337,1994-01-01,0.491,False,False
1353,1994-02-01,0.481,False,False
1346,1994-03-01,0.558,False,False
1354,1994-04-01,0.717,False,False
1301,1994-05-01,0.464,False,False
1366,1994-06-01,0.428,False,False
1362,1994-07-01,0.651,False,False
1355,1994-08-01,0.49,False,False
1365,1994-09-01,0.439,False,False
1341,1994-10-01,,False,False
1348,1994-11-01,0.446,False,False
1358,1994-12-01,0.66,False,False
1347,1995-01-01,0.595,False,False
1330,1995-02-01,0.528,False,False
1356,1995-03-01,0.759,False,False
1344,1995-04-01,0.546,False,False
1303,1995-05-01,0.648,False,False
1363,1995-07-01,0.652,False,False
1361,1995-08-01,0.649,False,False
1350,1995-09-01,0.509,False,False
1327,1995-10-01,0.441,False,False
1314,1995-11-01,0.546,False,False
1351,1995-12-01,0.475,False,False
1364,1996-01-01,0.716,False,False
1357,1996-02-01,,False,False
1335,1996-03-01,0.571,True,False
1328,1996-04-01,0.62,False,False
1359,1996-05-01,0.495,False,False
1302,1996-06-01,0.508,False,False
1367,1996-07-01,0.658,False,False
1368,1996-08-01,0.486,False,False
1369,1996-09-01,,False,True
1370,1996-10-01,0.559,False,False
1371,1996-11-01,0.619,False,False
1372,1996-12-01,0.601,False,False
1393,1997-01-01,0.649,False,False
1399,1997-02-01,,False,False
1398,1997-03-01,0.501,False,False
1384,1997-04-01,0.74,False,False
1422,1997-05-01,0.592,False,False
1382,1997-06-01,0.58,False,False
1411,1997-07-01,0.68,False,False
1417,1997-08-01,0.597,False,False
1380,1997-09-01,0.572,False,False
1389,1997-10-01,0.704,True,False
1403,1997-11-01,0.487,False,False
1409,1997-12-01,0.632,False,False
1388,1998-01-01,0.789,False,False
1378,1998-02-01,0.832,False,False
1390,1998-03-01,0.952,False,False
1402,1998-04-01,0.878,False,False
1387,1998-05-01,0.875,False,False
1386,1998-06-01,0.901,False,False
1395,1998-07-01,0.762,False,False
1408,1998-08-01,,False,False
1413,1998-09-01,0.667,False,False
1400,1998-10-01,0.588,False,False
1381,1998-11-01,0.917,False,False
1392,1998-12-01,0.684,False,False
1404,1999-01-01,0.581,False,False
1407,1999-03-01,,False,True
1373,1999-04-01,0.717,False,False
1376,1999-05-01,0.715,False,False
1410,1999-06-01,0.58,False,False
1414,1999-07-01,0.592,False,False
1379,1999-08-01,0.605,False,False
1418,1999-10-01,0.688,False,False
1397,1999-11-01,0.607,False,False
1396,1999-12-01,0.646,False,False
1377,2000-01-01,0.666,False,False
1412,2000-02-01,0.73,False,False
1419,2000-03-01,0.67,False,False
1416,2000-04-01,0.56,False,False
1415,2000-05-01,0.69,False,False
1391,2000-06-01,0.592,False,False
1401,2000-07-01,0.578,False,False
1375,2000-08-01,0.64,False,False
1405,2000-09-01,0.678,False,False
1394,2000-10-01,0.576,False,False
1385,2000-11-01,0.606,False,False
1420,2000-12-01,0.737,False,False
1383,2001-01-01,,False,False
1421,2001-02-01,0.862,False,False
1374,2001-03-01,0.718,False,False
1406,2001-04-01,,False,False
1423,2001-05-01,0.736,False,False
1424,2001-06-01,0.689,False,False
1425,2001-07-01,0.738,False,False
1426,2001-08-01,0.665,False,False
1427,2001-09-01,0.58,False,False
1428,2001-10-01,0.49,False,False
1429,2001-11-01,,False,True
1430,2001-12-01,0.548,False,False
1431,2002-01-01,0.596,False,False
1432,2002-02-01,0.715,False,False
1433,2002-04-01,0.727,False,False
1434,2002-05-01,0.594,False,False
1435,2002-06-01,0.709,False,False
1436,2002-07-01,0.745,False,False
1437,2002-08-01,0.577,False,False
1438,2002-09-01,0.598,False,False
1439,2002-10-01,0.604,False,False
1440,2002-11-01,0.548,False,False
1441,2002-12-01,0.682,False,False
1442,2003-01-01,0.647,False,False
1443,2003-02-01,0.716,False,False
1444,2003-03-01,0.631,False,False
1445,2003-04-01,0.675,False,False
1446,2003-05-01,0.762,False,False
1447,2003-06-01,0.658,False,False
1448,2003-07-01,0.802,False,False
1449,2003-08-01,0.608,False,False
1450,2003-09-01,0.641,False,False
1451,2003-10-01,0.692,True,False
1452,2003-11-01,0.512,True,False
1453,2003-12-01,0.504,False,False
1454,2004-01-01,0.549,False,False
1455,2004-02-01,0.798,False,False
1456,2004-03-01,0.67,False,False
1457,2004-04-01,,False,True
1458,2004-05-01,0.674,False,False
1459,2004-06-01,0.717,False,False
1460,2004-08-01,0.815,False,False
1461,2004-09-01,0.802,False,False
1462,2004-10-01,,False,False
1463,2004-11-01,0.722,False,False
1464,2004-12-01,0.707,False,False
1465,2005-01-01,0.748,False,False
1466,2005-02-01,0.668,False,False
1467,2005-03-01,0.666,False,False
1468,2005-04-01,0.739,False,False
1469,2005-05-01,0.72,False,False
1470,2005-06-01,0.68,False,False
1471,2005-07-01,0.748,False,False
1472,2005-08-01,0.745,False,False
1473,2005-10-01,0.765,False,False
1474,2005-11-01,0.56,False,False
1475,2005-12-01,0.658,False,False
1476,2006-01-01,0.64,True,False
1477,2006-02-01,0.577,False,False
1478,2006-03-01,0.739,False,False
1479,2006-04-01,0.744,False,False
1480,2006-06-01,0.782,False,False
1481,2006-08-01,0.832,False,False
1482,2006-09-01,0.764,False,False
1483,2006-10-01,0.707,False,False
1484,2006-11-01,,False,True
1485,2006-12-01,0.612,False,False
1486,2007-01-01,0.685,False,False
1487,2007-02-01,,False,True
1488,2007-03-01,0.911,False,False
1489,2007-04-01,0.892,False,False
1490,2007-05-01,,False,True
1491,2007-06-01,0.656,False,False
1492,2007-07-01,0.73,True,False
1493,2007-08-01,0.556,False,False
1494,2007-09-01,0.707,False,False
1495,2007-10-01,0.664,False,False
1496,2007-11-01,0.646,False,False
1497,2007-12-01,0.575,False,False
1498,2008-01-01,0.77,False,False
1499,2008-02-01,0.71,False,False
1500,2008-03-01,0.681,False,False
1501,2008-04-01,0.55,False,False
1502,2008-05-01,0.775,False,False
1503,2008-06-01,0.902,False,False
1504,2008-07-01,0.869,False,False
1505,2008-08-01,0.676,False,False
1506,2008-09-01,0.647,False,False
1507,2008-10-01,0.727,False,False
1508,2008-11-01,0.618,False,False
1509,2008-12-01,0.741,False,False
1510,2009-01-01,0.805,False,False
1511,2009-02-01,0.868,False,False
1512,2009-03-01,0.781,False,False
1513,2009-04-01,,False,False
1514,2009-05-01,0.721,False,False
1515,2009-06-01,0.708,False,False
1516,2009-08-01,0.756,False,False
1517,2009-09-01,0.78,False,False
1518,2009-10-01,0.64,False,False
1519,2009-11-01,0.832,True,False
1520,2009-12-01,0.71,False,False
1521,2010-01-01,0.756,False,False
1522,2010-02-01,0.724,False,False
1523,2010-03-01,0.61,False,False
1524,2010-05-01,0.865,False,False
1525,2010-06-01,0.767,False,False
1526,2010-07-01,0.771,False,False
1527,2010-08-01,0.78,False,False
1528,2010-09-01,0.599,False,False
1529,2010-10-01,0.677,False,False
1530,2010-11-01,0.79,False,False
1531,2010-12-01,0.646,False,False
1532,2011-01-01,0.796,False,False
1533,2011-02-01,0.69,False,False
1534,2011-03-01,0.856,False,False
1535,2011-04-01,0.82,False,False
1536,2011-05-01,0.691,False,False
1537,2011-06-01,0.897,False,False
1538,2011-07-01,0.721,False,False
1539,2011-08-01,0.691,False,False
1540,2011-09-01,0.755,False,False
1541,2011-10-01,0.825,False,False
1542,2011-11-01,0.66,False,False
1543,2011-12-01,0.766,False,False
1544,2012-01-01,0.821,False,False
1545,2012-02-01,,False,True
1546,2012-03-01,0.847,False,False
1547,2012-04-01,0.811,False,False
1548,2012-05-01,0.769,False,False
1549,2012-06-01,,False,True
1550,2012-07-01,0.708,False,False
1551,2012-08-01,0.537,False,False
1552,2012-09-01,0.788,False,False
1553,2012-10-01,0.82,False,False
1554,2012-11-01,0.567,False,False
1555,2012-12-01,0.695,False,False
1556,2013-01-01,0.851,False,False
1557,2013-02-01,0.992,False,False
1558,2013-03-01,0.849,False,False
1559,2013-04-01,0.797,False,False
1560,2013-05-01,0.835,False,False
1561,2013-06-01,0.94,False,False
1562,2013-07-01,0.757,False,False
1563,2013-08-01,0.721,False,False
1564,2013-09-01,0.729,False,False
1565,2013-10-01,0.686,False,False
1566,2013-11-01,0.78,False,False
1567,2013-12-01,0.92,False,False
1568,2014-01-01,0.842,False,False
1569,2014-02-01,0.822,False,False
1570,2014-03-01,0.838,False,False
1571,2014-04-01,,False,True
1572,2014-05-01,0.935,False,False
1573,2014-06-01,0.841,False,False
1574,2014-07-01,0.809,False,False
1575,2014-08-01,1.055,False,False
1576,2014-09-01,0.806,False,False
1577,2014-10-01,0.717,False,False
1578,2014-11-01,0.751,False,False
1579,2014-12-01,0.896,False,False
1580,2015-01-01,0.84,False,False
1581,2015-02-01,0.742,False,False
1583,2015-03-01,0.95,False,False
1584,2015-04-01,0.831,False,False
1585,2015-05-01,1.028,False,False
1586,2015-06-01,0.948,False,False
1587,2015-07-01,0.802,False,False
1588,2015-08-01,0.916,False,False
1589,2015-09-01,0.802,False,False
1590,2015-10-01,0.86,False,False
1591,2015-11-01,0.838,False,False
1592,2015-12-01,0.751,False,False
1593,2016-01-01,0.944,False,False
1594,2016-02-01,,False,False
1595,2016-03-01,1.014,False,False
1596,2016-04-01,1.016,False,False
1597,2016-05-01,0.967,False,False
1598,2016-06-01,1.06,False,False
1599,2016-07-01,1.167,False,False
1600,2016-08-01,0.89,False,False
1601,2016-09-01,0.96,True,False
1602,2016-10-01,,False,True
