date,anomaly_c,z
1948-08,-0.101000,-0.283645
1948-09,-0.125000,-0.329818
1948-10,0.021000,-0.048932
1948-11,0.039000,-0.014302
1948-12,-0.110000,-0.300960
1949-01,-0.076000,-0.235548
1949-02,-0.039000,-0.164365
1949-03,-0.105000,-0.291341
1949-04,-0.063000,-0.210538
1949-05,-0.076000,-0.235548
1949-06,-0.075000,-0.233624
1949-07,-0.040000,-0.166288
1949-08,-0.043000,-0.172060
1949-09,0.045000,-0.002759
1949-10,-0.164000,-0.404849
1949-11,0.002000,-0.085486
1949-12,-0.075000,-0.233624
1950-01,-0.036000,-0.158593
1950-02,0.048000,0.003013
1950-03,-0.080000,-0.243244
1950-04,0.051000,0.008784
1950-05,0.044115,-0.004462
1950-06,0.037000,-0.018150
1950-07,-0.004000,-0.097029
1950-08,0.146000,0.191553
1950-09,-0.119000,-0.318275
1950-10,-0.120000,-0.320199
1950-11,-0.116000,-0.312503
1950-12,-0.094361,-0.270872
1951-01,-0.072000,-0.227853
1951-02,0.099000,0.101131
1951-03,0.137000,0.174238
1951-04,0.046541,0.000206
1951-05,-0.041000,-0.168212
1951-06,-0.050656,-0.186789
1951-07,-0.060000,-0.204766
1951-08,-0.051000,-0.187451
1951-09,-0.042000,-0.170136
1951-10,-0.185000,-0.445251
1951-11,0.068000,0.041490
1951-12,0.107000,0.116522
1952-01,0.089967,0.083752
1952-02,0.072934,0.050983
1952-03,0.057000,0.020328
1952-04,0.072754,0.050637
1952-05,0.088000,0.079968
1952-06,0.179000,0.255041
1952-07,-0.020000,-0.127811
1952-08,-0.094000,-0.270178
1952-09,-0.158000,-0.393306
1952-10,-0.112000,-0.304808
1952-11,-0.048000,-0.181680
1952-12,0.117000,0.135761
1953-01,-0.042000,-0.170136
1953-02,0.040000,-0.012378
1953-03,0.040000,-0.012378
1953-04,0.147000,0.193477
1953-05,0.248000,0.387789
1953-06,-0.014000,-0.116268
1953-07,-0.034000,-0.154745
1953-08,0.064000,0.033795
1953-09,0.018000,-0.054704
1953-10,0.105000,0.112674
1953-11,0.012000,-0.066247
1953-12,-0.045000,-0.175908
1954-01,0.057000,0.020328
1954-02,0.125000,0.151152
1954-03,0.121000,0.143456
1954-04,0.100000,0.103055
1954-05,0.142000,0.183857
1954-06,0.130000,0.160771
1954-07,0.126000,0.153075
1954-08,0.040000,-0.012378
1954-09,-0.040000,-0.166288
1954-10,-0.020000,-0.127811
1954-11,0.072000,0.049186
1954-12,-0.071000,-0.225929
1955-01,0.050000,0.006861
1955-02,0.015000,-0.060475
1955-03,0.068000,0.041490
1955-04,0.175000,0.247345
1955-05,0.080000,0.064577
1955-06,0.054000,0.014556
1955-07,-0.083000,-0.249015
1955-08,0.061000,0.028023
1955-09,0.036000,-0.020074
1955-10,0.151000,0.201172
1955-11,-0.039000,-0.164365
1955-12,0.020000,-0.050856
1956-01,0.051000,0.008784
1956-02,0.180000,0.256965
1956-03,0.144233,0.188154
1956-04,0.106000,0.114598
1956-05,0.126000,0.153075
1956-06,0.075000,0.054958
1956-07,0.001000,-0.087409
1956-08,0.041000,-0.010454
1956-09,0.081000,0.066501
1956-10,-0.093000,-0.268254
1956-11,0.007000,-0.075866
1956-12,-0.040000,-0.166288
1957-01,0.137000,0.174238
1957-02,-0.054000,-0.193223
1957-03,0.042000,-0.008530
1957-04,0.124000,0.149228
1957-05,0.214000,0.322377
1957-06,0.066000,0.037643
1957-07,0.002000,-0.085486
1957-08,0.170000,0.237726
1957-09,-0.111000,-0.302884
1957-10,-0.180000,-0.435632
1957-11,0.042000,-0.008530
1957-12,-0.014000,-0.116268
1958-01,-0.030000,-0.147050
1958-02,0.135000,0.170390
1958-03,0.117000,0.135761
1958-04,0.059000,0.024176
1958-05,0.104246,0.111223
1958-06,0.151000,0.201172
1958-07,0.109000,0.120369
1958-08,0.025000,-0.041236
1958-09,0.160000,0.218487
1958-10,-0.076000,-0.235548
1958-11,-0.047033,-0.179819
1958-12,-0.019000,-0.125887
1959-01,0.059000,0.024176
1959-02,0.108000,0.118446
1959-03,0.088000,0.079968
1959-04,0.140000,0.180010
1959-05,0.009000,-0.072018
1959-06,0.207000,0.308910
1959-07,0.061000,0.028023
1959-08,0.130000,0.160771
1959-09,0.054000,0.014556
1959-10,0.057000,0.020328
1959-11,0.074000,0.053034
1959-12,0.080000,0.064577
1960-01,0.124000,0.149228
1960-02,0.205000,0.305062
1960-03,0.134000,0.168466
1960-04,0.182000,0.260813
1960-05,0.110000,0.122293
1960-06,0.218000,0.330072
1960-07,0.024000,-0.043160
1960-08,0.027000,-0.037389
1960-09,0.030000,-0.031617
1960-10,-0.084000,-0.250939
1960-11,0.049000,0.004937
1960-12,0.000000,-0.089333
1961-01,0.151000,0.201172
1961-02,0.057000,0.020328
1961-03,0.090000,0.083816
1961-04,-0.015000,-0.118192
1961-05,0.094000,0.091511
1961-06,-0.081000,-0.245168
1961-07,0.020311,-0.050257
1961-08,0.125000,0.151152
1961-09,0.110000,0.122293
1961-10,0.075000,0.054958
1961-11,-0.028000,-0.143202
1961-12,0.064000,0.033795
1962-01,0.094000,0.091511
1962-02,0.180695,0.258302
1962-03,0.259000,0.408951
1962-04,0.217000,0.328148
1962-05,0.120000,0.141532
1962-06,0.126000,0.153075
1962-07,0.116000,0.133837
1962-08,-0.088000,-0.258635
1962-09,0.038000,-0.016226
1962-10,-0.003000,-0.095105
1962-11,0.026984,-0.037420
1962-12,0.056000,0.018404
1963-01,0.248000,0.387789
1963-02,0.182000,0.260813
1963-03,0.104000,0.110750
1963-04,0.200000,0.295442
1963-05,0.260000,0.410875
1963-06,0.208000,0.310833
1963-07,0.115000,0.131913
1963-08,0.034000,-0.023921
1963-09,0.124000,0.149228
1963-10,0.094000,0.091511
1963-11,0.142000,0.183857
1963-12,0.140000,0.180010
1964-01,0.199000,0.293519
1964-02,0.098000,0.099207
1964-03,0.265000,0.420495
1964-04,0.180000,0.256965
1964-05,0.328000,0.541699
1964-06,0.089000,0.081892
1964-07,0.259000,0.408951
1964-08,0.112000,0.126141
1964-09,0.027000,-0.037389
1964-10,0.034000,-0.023921
1964-11,0.055000,0.016480
1964-12,0.134000,0.168466
1965-01,0.167000,0.231954
1965-02,0.105000,0.112674
1965-03,0.169000,0.235802
1965-04,0.350000,0.584024
1965-05,0.311000,0.508993
1965-06,0.190000,0.276204
1965-07,0.134000,0.168466
1965-08,0.116000,0.133837
1965-09,0.138000,0.176162
1965-10,0.002000,-0.085486
1965-11,0.070000,0.045338
1965-12,-0.023000,-0.133583
1966-01,0.168000,0.233878
1966-02,0.218633,0.331291
1966-03,0.264367,0.419276
1966-04,0.315000,0.516689
1966-05,0.085000,0.074196
1966-06,0.048000,0.003013
1966-07,0.159000,0.216563
1966-08,0.201000,0.297366
1966-09,0.234000,0.360854
1966-10,0.057000,0.020328
1966-11,0.188000,0.272356
1966-12,0.118000,0.137684
1967-01,0.179000,0.255041
1967-02,0.240000,0.372398
1967-03,0.244000,0.380093
1967-04,0.070000,0.045338
1967-05,0.311000,0.508993
1967-06,0.286000,0.460896
1967-07,0.102000,0.106902
1967-08,0.159000,0.216563
1967-09,0.150000,0.199249
1967-10,0.125000,0.151152
1967-11,0.068000,0.041490
1967-12,0.077000,0.058805
1968-01,0.155000,0.208868
1968-02,0.277000,0.443581
1968-03,0.246000,0.383941
1968-04,0.180000,0.256965
1968-05,0.266000,0.422418
1968-06,-0.042000,-0.170136
1968-07,-0.021836,-0.131343
1968-08,-0.001000,-0.091257
1968-09,0.092000,0.087664
1968-10,0.025000,-0.041236
1968-11,0.019000,-0.052780
1968-12,0.234000,0.360854
1969-01,0.130000,0.160771
1969-02,0.221000,0.335844
1969-03,0.209000,0.312757
1969-04,0.258000,0.407027
1969-05,0.220000,0.333920
1969-06,0.094000,0.091511
1969-07,0.252000,0.395484
1969-08,0.109000,0.120369
1969-09,0.007000,-0.075866
1969-10,0.091000,0.085740
1969-11,0.250000,0.391636
1969-12,0.220000,0.333920
1970-01,0.150000,0.199249
1970-02,0.176000,0.249269
1970-03,0.198000,0.291595
1970-04,0.398000,0.676370
1970-05,0.257000,0.405104
1970-06,0.240000,0.372398
1970-07,0.268000,0.426266
1970-08,0.181000,0.258889
1970-09,0.124000,0.149228
1970-10,0.120000,0.141532
1970-11,0.141000,0.181934
1970-12,0.160000,0.218487
1971-01,0.251000,0.393560
1971-02,0.220000,0.333920
1971-03,0.297000,0.482059
1971-04,0.240000,0.372398
1971-05,0.247000,0.385865
1971-06,0.232511,0.357989
1971-07,0.218489,0.331013
1971-08,0.204000,0.303138
1971-09,0.239000,0.370474
1971-10,-0.078000,-0.239396
1971-11,0.328000,0.541699
1971-12,0.170000,0.237726
1972-01,0.296000,0.480135
1972-02,0.150000,0.199249
1972-03,0.302000,0.491678
1972-04,0.176000,0.249269
1972-05,0.205000,0.305062
1972-06,0.391000,0.662903
1972-07,0.199000,0.293519
1972-08,0.208000,0.310833
1972-09,0.240000,0.372398
1972-10,0.208000,0.310833
1972-11,0.188000,0.272356
1972-12,0.224000,0.341616
1973-01,0.232000,0.357007
1973-02,0.240000,0.372398
1973-03,0.280000,0.449353
1973-04,0.359000,0.601339
1973-05,0.358000,0.599415
1973-06,0.348000,0.580177
1973-07,0.280000,0.449353
1973-08,0.114000,0.129989
1973-09,0.319000,0.524384
1973-10,0.091000,0.085740
1973-11,0.214000,0.322377
1973-12,0.149000,0.197325
1974-01,0.231000,0.355083
1974-02,0.289000,0.466668
1974-03,0.303712,0.494972
1974-04,0.320000,0.526308
1974-05,0.410000,0.699457
1974-06,0.315475,0.517603
1974-07,0.224000,0.341616
1974-08,0.297000,0.482059
1974-09,0.196377,0.288472
1974-10,0.099000,0.101131
1974-11,0.190984,0.278096
1974-12,0.280000,0.449353
1975-01,0.227000,0.347387
1975-02,0.387000,0.655208
1975-03,0.284000,0.457048
1975-04,0.314000,0.514765
1975-05,0.285000,0.458972
1975-06,0.280000,0.449353
1975-07,0.200820,0.297019
1975-08,0.119000,0.139608
1975-09,0.344000,0.572481
1975-10,0.243672,0.379462
1975-11,0.140000,0.180010
1975-12,0.067000,0.039567
1976-01,0.214000,0.322377
1976-02,0.185000,0.266584
1976-03,0.442000,0.761021
1976-04,0.399000,0.678294
1976-05,0.258000,0.407027
1976-06,0.476000,0.826433
1976-07,0.351000,0.585948
1976-08,0.222000,0.337768
1976-09,0.031000,-0.029693
1976-10,0.409000,0.697533
1976-11,0.120000,0.141532
1976-12,0.122000,0.145380
1977-01,0.361000,0.605187
1977-02,0.501000,0.874530
1977-03,0.436000,0.749478
1977-04,0.378000,0.637893
1977-05,0.375000,0.632121
1977-06,0.379000,0.639817
1977-07,0.347000,0.578253
1977-08,0.285000,0.458972
1977-09,0.254000,0.399332
1977-10,0.235000,0.362778
1977-11,0.188000,0.272356
1977-12,0.245000,0.382017
1978-01,0.278500,0.446467
1978-02,0.312000,0.510917
1978-03,0.261000,0.412799
1978-04,0.259000,0.408951
1978-05,0.357000,0.597491
1978-06,0.436000,0.749478
1978-07,0.375000,0.632121
1978-08,0.152000,0.203096
1978-09,0.242459,0.377128
1978-10,0.330000,0.545547
1978-11,0.184000,0.264660
1978-12,0.264000,0.418571
1979-01,0.350000,0.584024
1979-02,0.257000,0.405104
1979-03,0.360000,0.603263
1979-04,0.255000,0.401256
1979-05,0.309000,0.505145
1979-06,0.315065,0.516814
1979-07,0.320935,0.528106
1979-08,0.327000,0.539775
1979-09,0.270000,0.430114
1979-10,0.314000,0.514765
1979-11,0.295000,0.478211
1979-12,0.406000,0.691761
1980-01,0.330000,0.545547
1980-02,0.315000,0.516689
1980-03,0.379000,0.639817
1980-04,0.420000,0.718696
1980-05,0.375000,0.632121
1980-06,0.332880,0.551088
1980-07,0.292120,0.472669
1980-08,0.250000,0.391636
1980-09,0.177000,0.251193
1980-10,0.184377,0.265386
1980-11,0.192000,0.280051
1980-12,0.256000,0.403180
1981-01,0.280000,0.449353
1981-02,0.435000,0.747554
1981-03,0.360000,0.603263
1981-04,0.491000,0.855291
1981-05,0.332000,0.549394
1981-06,0.391000,0.662903
1981-07,0.278000,0.445505
1981-08,0.490000,0.853367
1981-09,0.209000,0.312757
1981-10,0.320000,0.526308
1981-11,0.357000,0.597491
1981-12,0.359000,0.601339
1982-01,0.337000,0.559014
1982-02,0.368000,0.618654
1982-03,0.401000,0.682142
1982-04,0.394000,0.668675
1982-05,0.475639,0.825739
1982-06,0.560000,0.988039
1982-07,0.315000,0.516689
1982-08,0.226000,0.345463
1982-09,0.236109,0.364911
1982-10,0.245891,0.383732
1982-11,0.256000,0.403180
1982-12,0.471000,0.816814
1983-01,0.409500,0.698495
1983-02,0.348000,0.580177
1983-03,0.458000,0.791803
1983-04,0.550000,0.968800
1983-05,0.384000,0.649436
1983-06,0.381000,0.643665
1983-07,0.327000,0.539775
1983-08,0.304000,0.495526
1983-09,0.281000,0.451277
1983-10,0.309033,0.505208
1983-11,0.338000,0.560938
1983-12,0.290000,0.468592
1984-01,0.400000,0.680218
1984-02,0.280000,0.449353
1984-03,0.450000,0.776412
1984-04,0.501000,0.874530
1984-05,0.270000,0.430114
1984-06,0.442000,0.761021
1984-07,0.486000,0.845672
1984-08,0.268000,0.426266
1984-09,0.481000,0.836052
1984-10,0.375000,0.632121
1984-11,0.290000,0.468592
1984-12,0.365000,0.612882
1985-01,0.440000,0.757173
1985-02,0.428000,0.734087
1985-03,0.484000,0.841824
1985-04,0.375000,0.632121
1985-05,0.457000,0.789879
1985-06,0.310000,0.507069
1985-07,0.394000,0.668675
1985-08,0.307000,0.501297
1985-09,0.300000,0.487830
1985-10,0.455000,0.786032
1985-11,0.452000,0.780260
1985-12,0.387000,0.655208
1986-01,0.320000,0.526308
1986-02,0.411000,0.701381
1986-03,0.550000,0.968800
1986-04,0.475000,0.824509
1986-05,0.644000,1.149645
1986-06,0.470000,0.814890
1986-07,0.421000,0.720620
1986-08,0.369000,0.620578
1986-09,0.387000,0.655208
1986-10,0.359000,0.601339
1986-11,0.435000,0.747554
1986-12,0.475000,0.824509
1987-01,0.362000,0.607111
1987-02,0.344000,0.572481
1987-03,0.320000,0.526308
1987-04,0.519000,0.909160
1987-05,0.384000,0.649436
1987-06,0.280000,0.449353
1987-07,0.460000,0.795651
1987-08,0.607000,1.078461
1987-09,0.390000,0.660979
1987-10,0.452000,0.780260
1987-11,0.400000,0.680218
1987-12,0.454098,0.784297
1988-01,0.510000,0.891845
1988-02,0.442000,0.761021
1988-03,0.506000,0.884149
1988-04,0.518000,0.907236
1988-05,0.434000,0.745630
1988-06,0.549000,0.966876
1988-07,0.432000,0.741782
1988-08,0.362000,0.607111
1988-09,0.448000,0.772564
1988-10,0.328000,0.541699
1988-11,0.410000,0.699457
1988-12,0.427000,0.732163
1989-01,0.540000,0.949561
1989-02,0.517407,0.906095
1989-03,0.497000,0.866834
1989-04,0.570000,1.007278
1989-05,0.610000,1.084233
1989-06,0.529000,0.928399
1989-07,0.462000,0.799499
1989-08,0.398500,0.677332
1989-09,0.335000,0.555166
1989-10,0.390000,0.660979
1989-11,0.374000,0.630197
1989-12,0.427000,0.732163
1990-01,0.470000,0.814890
1990-02,0.537000,0.943790
1990-03,0.508000,0.887997
1990-04,0.561000,0.989963
1990-05,0.521000,0.913008
1990-06,0.341000,0.566709
1990-07,0.340022,0.564827
1990-08,0.339011,0.562883
1990-09,0.338000,0.560938
1990-10,0.477000,0.828357
1990-11,0.516131,0.903640
1990-12,0.554000,0.976496
1991-01,0.465000,0.805270
1991-02,0.628000,1.118863
1991-03,0.540000,0.949561
1991-04,0.509000,0.889921
1991-05,0.482000,0.837976
1991-06,0.394082,0.668833
1991-07,0.309000,0.505145
1991-08,0.330000,0.545547
1991-09,0.312000,0.510917
1991-10,0.294000,0.476287
1991-11,0.336000,0.557090
1991-12,0.416000,0.711000
1992-01,0.370000,0.622502
1992-02,0.204000,0.303138
1992-03,0.138000,0.176162
1992-04,0.425000,0.728315
1992-05,0.236000,0.364702
1992-06,0.310000,0.507069
1992-07,0.309022,0.505187
1992-08,0.308011,0.503242
1992-09,0.307000,0.501297
1992-10,0.319000,0.524384
1992-11,0.220000,0.333920
1992-12,0.078000,0.060729
1993-01,0.468000,0.811042
1993-02,0.569000,1.005354
1993-03,0.439000,0.755250
1993-04,0.580000,1.026516
1993-05,0.584426,1.035032
1993-06,0.589000,1.043831
1993-07,0.528000,0.926475
1993-08,0.417000,0.712924
1993-09,0.574000,1.014973
1993-10,0.460000,0.795651
1993-11,0.442213,0.761431
1993-12,0.425000,0.728315
1994-01,0.491000,0.855291
1994-02,0.481000,0.836052
1994-03,0.558000,0.984191
1994-04,0.717000,1.290088
1994-05,0.464000,0.803346
1994-06,0.428000,0.734087
1994-07,0.651000,1.163112
1994-08,0.490000,0.853367
1994-09,0.439000,0.755250
1994-10,0.442443,0.761873
1994-11,0.446000,0.768717
1994-12,0.660000,1.180427
1995-01,0.595000,1.055375
1995-02,0.528000,0.926475
1995-03,0.759000,1.370891
1995-04,0.546000,0.961105
1995-05,0.648000,1.157340
1995-06,0.650033,1.161251
1995-07,0.652000,1.165036
1995-08,0.649000,1.159264
1995-09,0.509000,0.889921
1995-10,0.441000,0.759097
1995-11,0.546000,0.961105
1995-12,0.475000,0.824509
1996-01,0.716000,1.288164
1996-02,0.641083,1.144033
1996-03,0.571000,1.009202
1996-04,0.620000,1.103472
1996-05,0.495000,0.862987
1996-06,0.508000,0.887997
1996-07,0.658000,1.176579
1996-08,0.486000,0.845672
1996-09,0.523098,0.917045
1996-10,0.559000,0.986115
1996-11,0.619000,1.101548
1996-12,0.601000,1.066918
1997-01,0.649000,1.159264
1997-02,0.571237,1.009658
1997-03,0.501000,0.874530
1997-04,0.740000,1.334337
1997-05,0.592000,1.049603
1997-06,0.580000,1.026516
1997-07,0.680000,1.218904
1997-08,0.597000,1.059222
1997-09,0.572000,1.011125
1997-10,0.704000,1.265077
1997-11,0.487000,0.847596
1997-12,0.632000,1.126558
1998-01,0.789000,1.428607
1998-02,0.832000,1.511334
1998-03,0.952000,1.742199
1998-04,0.878000,1.599832
1998-05,0.875000,1.594061
1998-06,0.901000,1.644082
1998-07,0.762000,1.376662
1998-08,0.714500,1.285278
1998-09,0.667000,1.193894
1998-10,0.588000,1.041907
1998-11,0.917000,1.674864
1998-12,0.684000,1.226600
1999-01,0.581000,1.028440
1999-02,0.627844,1.118563
1999-03,0.670156,1.199965
1999-04,0.717000,1.290088
1999-05,0.715000,1.286240
1999-06,0.580000,1.026516
1999-07,0.592000,1.049603
1999-08,0.605000,1.074613
1999-09,0.647180,1.155763
1999-10,0.688000,1.234295
1999-11,0.607000,1.078461
1999-12,0.646000,1.153492
2000-01,0.666000,1.191970
2000-02,0.730000,1.315098
2000-03,0.670000,1.199666
2000-04,0.560000,0.988039
2000-05,0.690000,1.238143
2000-06,0.592000,1.049603
2000-07,0.578000,1.022669
2000-08,0.640000,1.141949
2000-09,0.678000,1.215057
2000-10,0.576000,1.018821
2000-11,0.606000,1.076537
2000-12,0.737000,1.328565
2001-01,0.799500,1.448808
2001-02,0.862000,1.569050
2001-03,0.718000,1.292012
2001-04,0.727148,1.309610
2001-05,0.736000,1.326642
2001-06,0.689000,1.236219
2001-07,0.738000,1.330489
2001-08,0.665000,1.190046
2001-09,0.580000,1.026516
2001-10,0.490000,0.853367
2001-11,0.519475,0.910074
2001-12,0.548000,0.964952
2002-01,0.596000,1.057298
2002-02,0.715000,1.286240
2002-03,0.720695,1.297196
2002-04,0.727000,1.309327
2002-05,0.594000,1.053451
2002-06,0.709000,1.274697
2002-07,0.745000,1.343956
2002-08,0.577000,1.020745
2002-09,0.598000,1.061146
2002-10,0.604000,1.072690
2002-11,0.548000,0.964952
2002-12,0.682000,1.222752
2003-01,0.647000,1.155416
2003-02,0.716000,1.288164
2003-03,0.631000,1.124634
2003-04,0.675000,1.209285
2003-05,0.762000,1.376662
2003-06,0.658000,1.176579
2003-07,0.802000,1.453618
2003-08,0.608000,1.080385
2003-09,0.641000,1.143873
2003-10,0.692000,1.241991
2003-11,0.512000,0.895693
2003-12,0.504000,0.880302
2004-01,0.549000,0.966876
2004-02,0.798000,1.445922
2004-03,0.670000,1.199666
2004-04,0.672033,1.203576
2004-05,0.674000,1.207361
2004-06,0.717000,1.290088
2004-07,0.765197,1.382812
2004-08,0.815000,1.478628
2004-09,0.802000,1.453618
2004-10,0.762656,1.377924
2004-11,0.722000,1.299707
2004-12,0.707000,1.270849
2005-01,0.748000,1.349728
2005-02,0.668000,1.195818
2005-03,0.666000,1.191970
2005-04,0.739000,1.332413
2005-05,0.720000,1.295859
2005-06,0.680000,1.218904
2005-07,0.748000,1.349728
2005-08,0.745000,1.343956
2005-09,0.755164,1.363511
2005-10,0.765000,1.382434
2005-11,0.560000,0.988039
2005-12,0.658000,1.176579
2006-01,0.640000,1.141949
2006-02,0.577000,1.020745
2006-03,0.739000,1.332413
2006-04,0.744000,1.342033
2006-05,0.762689,1.377987
2006-06,0.782000,1.415140
2006-07,0.806590,1.462448
2006-08,0.832000,1.511334
2006-09,0.764000,1.380510
2006-10,0.707000,1.270849
2006-11,0.658721,1.177967
2006-12,0.612000,1.088081
2007-01,0.685000,1.228524
2007-02,0.803746,1.456976
2007-03,0.911000,1.663320
2007-04,0.892000,1.626767
2007-05,0.775934,1.403471
2007-06,0.656000,1.172731
2007-07,0.730000,1.315098
2007-08,0.556000,0.980343
2007-09,0.707000,1.270849
2007-10,0.664000,1.188122
2007-11,0.646000,1.153492
2007-12,0.575000,1.016897
2008-01,0.770000,1.392053
2008-02,0.710000,1.276621
2008-03,0.681000,1.220828
2008-04,0.550000,0.968800
2008-05,0.775000,1.401673
2008-06,0.902000,1.646005
2008-07,0.869000,1.582517
2008-08,0.676000,1.211209
2008-09,0.647000,1.155416
2008-10,0.727000,1.309327
2008-11,0.618000,1.099624
2008-12,0.741000,1.336261
2009-01,0.805000,1.459389
2009-02,0.868000,1.580594
2009-03,0.781000,1.413216
2009-04,0.750508,1.354554
2009-05,0.721000,1.297783
2009-06,0.708000,1.272773
2009-07,0.731607,1.318189
2009-08,0.756000,1.365119
2009-09,0.780000,1.411292
2009-10,0.640000,1.141949
2009-11,0.832000,1.511334
2009-12,0.710000,1.276621
2010-01,0.756000,1.365119
2010-02,0.724000,1.303555
2010-03,0.610000,1.084233
2010-04,0.739590,1.333549
2010-05,0.865000,1.574822
2010-06,0.767000,1.386282
2010-07,0.771000,1.393977
2010-08,0.780000,1.411292
2010-09,0.599000,1.063070
2010-10,0.677000,1.213133
2010-11,0.790000,1.430531
2010-12,0.646000,1.153492
2011-01,0.796000,1.442074
2011-02,0.690000,1.238143
2011-03,0.856000,1.557507
2011-04,0.820000,1.488247
2011-05,0.691000,1.240067
2011-06,0.897000,1.636386
2011-07,0.721000,1.297783
2011-08,0.691000,1.240067
2011-09,0.755000,1.363195
2011-10,0.825000,1.497867
2011-11,0.660000,1.180427
2011-12,0.766000,1.384358
2012-01,0.821000,1.490171
2012-02,0.834433,1.516015
2012-03,0.847000,1.540192
2012-04,0.811000,1.470932
2012-05,0.769000,1.390130
2012-06,0.738000,1.330489
2012-07,0.708000,1.272773
2012-08,0.537000,0.943790
2012-09,0.788000,1.426683
2012-10,0.820000,1.488247
2012-11,0.567000,1.001506
2012-12,0.695000,1.247762
2013-01,0.851000,1.547888
2013-02,0.992000,1.819155
2013-03,0.849000,1.544040
2013-04,0.797000,1.443998
2013-05,0.835000,1.517106
2013-06,0.940000,1.719113
2013-07,0.757000,1.367043
2013-08,0.721000,1.297783
2013-09,0.729000,1.313174
2013-10,0.686000,1.230448
2013-11,0.780000,1.411292
2013-12,0.920000,1.680635
2014-01,0.842000,1.530573
2014-02,0.822000,1.492095
2014-03,0.838000,1.522877
2014-04,0.887295,1.617715
2014-05,0.935000,1.709493
2014-06,0.841000,1.528649
2014-07,0.809000,1.467085
2014-08,1.055000,1.940359
2014-09,0.806000,1.461313
2014-10,0.717000,1.290088
2014-11,0.751000,1.355500
2014-12,0.896000,1.634462
2015-01,0.840000,1.526725
2015-02,0.742000,1.338185
2015-03,0.950000,1.738352
2015-04,0.831000,1.509410
2015-05,1.028000,1.888414
2015-06,0.948000,1.734504
2015-07,0.802000,1.453618
2015-08,0.916000,1.672940
2015-09,0.802000,1.453618
2015-10,0.860000,1.565203
2015-11,0.838000,1.522877
2015-12,0.751000,1.355500
2016-01,0.944000,1.726808
2016-02,0.980167,1.796389
2016-03,1.014000,1.861480
2016-04,1.016000,1.865328
2016-05,0.967000,1.771058
2016-06,1.060000,1.949978
2016-07,1.167000,2.155833
2016-08,0.890000,1.622919
2016-09,0.960000,1.757590
2016-10,0.958525,1.754752
2016-11,0.957000,1.751819
2016-12,0.867492,1.579616
2017-01,0.775000,1.401673
2017-02,0.920000,1.680635
2017-03,0.890000,1.622919
2017-04,0.945902,1.730467
2017-05,1.000000,1.834546
2017-06,0.955859,1.749623
2017-07,0.913141,1.667440
2017-08,0.869000,1.582517
2017-09,0.829869,1.507234
2017-10,0.792000,1.434379
2017-11,0.855000,1.555583
2017-12,0.824000,1.495943
2018-01,0.887000,1.617147
2018-02,0.861780,1.568626
2018-03,0.839000,1.524801
2018-04,1.019000,1.871099
2018-05,1.028000,1.888414
2018-06,0.896000,1.634462
2018-07,0.712000,1.280468
2018-08,0.809000,1.467085
2018-09,0.944000,1.726808
2018-10,0.830000,1.507486
2018-11,0.760000,1.372815
2018-12,0.822000,1.492095
2019-01,0.956000,1.749895
2019-02,0.958000,1.753743
2019-03,0.915000,1.671016
2019-04,0.910000,1.661396
2019-05,0.905000,1.651777
2019-06,0.846000,1.538268
2019-07,1.025000,1.882643
2019-08,0.846000,1.538268
2019-09,0.952000,1.742199
2019-10,0.971000,1.778753
2019-11,0.905443,1.652629
2019-12,0.842000,1.530573
2020-01,0.935000,1.709493
2020-02,0.927000,1.694102
2020-03,0.876000,1.595985
2020-04,0.980000,1.796068
2020-05,0.857000,1.559431
2020-06,1.029000,1.890338
2020-07,0.870000,1.584441
2020-08,0.900000,1.642158
2020-09,0.869508,1.583495
2020-10,0.840000,1.526725
2020-11,0.919000,1.678711
2020-12,0.850000,1.545964
2021-01,0.987000,1.809535
2021-02,0.836000,1.519029
2021-03,0.970000,1.776829
2021-04,1.126000,2.076954
2021-05,0.886000,1.615223
2021-06,0.894000,1.630614
2021-07,0.904328,1.650484
2021-08,0.915000,1.671016
2021-09,0.912000,1.665244
2021-10,0.918000,1.676787
2021-11,0.937000,1.713341
2021-12,0.995000,1.824926
2022-01,0.965000,1.767210
2022-02,0.939000,1.717189
2022-03,1.032000,1.896110
2022-04,1.138000,2.100041
2022-05,0.970000,1.776829
2022-06,0.885000,1.613299
2022-07,1.028000,1.888414
2022-08,0.906000,1.653701
2022-09,0.933951,1.707475
2022-10,0.961000,1.759514
2022-11,0.858000,1.561355
2022-12,0.910000,1.661396
2023-01,1.150000,2.123127
2023-02,1.191508,2.202985
2023-03,1.229000,2.275114
2023-04,1.145000,2.113508
2023-05,1.216000,2.250103
2023-06,1.137000,2.098117
2023-07,1.190000,2.200083
2023-08,1.159000,2.140442
2023-09,1.018000,1.869175
2023-10,1.174000,2.169300
2023-11,1.052000,1.934587
2023-12,1.179000,2.178920
2024-01,1.190000,2.200083
2024-02,1.334000,2.477121
2024-03,1.189000,2.198159
2024-04,1.187000,2.194311
2024-05,1.208000,2.234712
2024-06,1.168000,2.157757
2024-07,1.232000,2.280885
2024-08,1.136000,2.096193
2024-09,1.040000,1.911501
2024-10,1.036000,1.903805
2024-11,1.206000,2.230865
2024-12,1.088459,2.004730
2025-01,0.967000,1.771058
2025-02,0.988000,1.811459
2025-03,1.027000,1.886490
2025-04,1.122000,2.069259
